amount,is_new_recipient,country,device_type,device_trust_score,transaction_hour,prior_transaction_count,is_fraud
157.78,1,SA,web,75.2,18,47,0
68.87,0,IN,atm,89.0,10,199,0
886.17,1,SA,mobile,18.8,4,5,1
198.29,0,SA,mobile,82.1,9,73,0
641.43,1,SA,atm,76.9,6,187,0
697.89,0,SA,web,98.1,17,49,0
1542.57,0,SA,atm,86.7,7,102,0
804.72,0,SA,atm,82.6,13,97,0
158.03,0,UK,web,62.8,12,114,0
930.93,0,SA,web,82.9,19,100,0
704.94,0,SA,web,62.1,17,64,0
345.76,0,SA,atm,86.6,16,88,0
1870.0,1,SA,atm,66.7,21,83,0
1185.48,1,SA,atm,68.1,7,197,0
2008.17,0,NG,atm,98.8,8,139,0
655.38,0,IN,atm,69.7,19,99,0
1011.65,0,EG,mobile,73.7,15,76,0
11375.77,0,SA,atm,20.0,0,3,1
690.2,0,UK,web,95.9,18,105,0
496.52,0,SA,mobile,89.8,17,38,0
146.36,0,SA,mobile,66.0,9,116,0
719.76,1,SA,web,72.4,11,77,0
461.19,0,SA,mobile,61.4,7,109,0
705.61,0,SA,atm,80.6,21,11,0
441.45,0,US,mobile,60.9,6,94,0
3602.75,0,EG,atm,52.0,2,1,1
526.98,1,SA,atm,95.6,19,190,0
719.85,0,SA,atm,68.7,15,100,0
1621.42,0,SA,web,90.1,12,147,0
504.21,0,SA,atm,98.5,20,160,0
1666.54,0,SA,atm,80.4,21,96,0
398.44,1,SA,mobile,62.9,9,10,0
497.52,0,SA,web,77.0,8,111,0
7691.46,0,AE,atm,94.7,10,74,0
379.31,0,PK,atm,97.4,16,194,0
2967.05,0,SA,atm,77.0,18,152,0
976.95,0,SA,atm,84.1,6,47,0
1797.76,0,NG,web,76.9,12,162,0
607.97,1,AE,atm,84.8,14,55,0
384.76,0,SA,atm,64.7,18,117,0
213.09,0,IN,mobile,88.6,20,172,0
1427.35,0,PK,mobile,63.3,11,48,0
1446.93,0,US,atm,99.8,11,107,0
1616.18,0,SA,atm,72.7,11,92,0
242.79,0,SA,mobile,74.9,14,36,0
263.56,0,SA,web,68.1,13,111,0
4376.06,1,EG,web,44.5,4,7,1
1096.93,0,SA,mobile,87.6,7,26,0
715.8,0,SA,atm,89.4,6,150,0
206.9,0,IN,atm,77.2,10,50,0
343.34,0,SA,atm,98.7,20,116,0
2484.3,1,NG,mobile,27.5,23,0,1
2500.51,1,PK,atm,18.0,1,3,1
365.56,0,AE,atm,92.2,15,7,0
1295.77,0,SA,atm,88.7,15,142,0
1875.52,0,SA,atm,85.2,17,194,0
405.06,0,SA,web,80.9,20,14,0
1632.84,0,SA,mobile,89.7,6,126,0
801.57,0,SA,atm,61.2,7,152,0
4144.44,0,PK,atm,85.9,9,110,0
190.95,0,SA,atm,83.6,10,37,0
231.96,0,SA,mobile,69.5,12,60,0
218.73,0,SA,web,61.3,13,190,0
536.81,0,SA,web,97.3,15,43,0
775.07,0,IN,atm,67.6,19,197,0
1368.61,0,EG,web,97.0,7,113,0
1302.92,0,AE,mobile,87.0,12,46,0
508.87,0,SA,mobile,81.8,14,147,0
634.85,0,SA,web,78.1,13,37,0
952.87,0,PK,atm,90.7,9,191,0
729.9,0,AE,mobile,63.5,7,122,0
245.58,0,AE,atm,64.1,13,161,0
362.35,0,SA,mobile,88.5,13,116,0
941.94,0,SA,mobile,66.9,16,73,0
1889.32,0,US,atm,91.2,19,169,0
5947.81,0,PK,mobile,78.8,14,198,0
420.31,0,SA,atm,76.4,18,134,0
385.94,0,SA,mobile,67.3,21,67,0
397.03,0,AE,web,93.4,16,27,0
228.0,0,SA,atm,62.3,6,124,0
1765.95,0,SA,mobile,79.1,8,103,0
551.11,0,AE,web,90.8,19,187,0
727.98,0,SA,atm,80.0,19,9,0
1794.88,1,SA,atm,63.9,12,72,0
3391.03,0,SA,web,80.6,17,127,0
543.89,0,SA,web,72.3,21,52,0
892.2,0,IN,web,86.7,7,64,0
129.87,0,SA,mobile,81.6,6,116,0
232.75,1,SA,atm,83.0,13,148,0
1417.05,0,SA,mobile,93.6,9,197,0
2543.45,0,AE,web,84.9,15,55,0
843.36,0,SA,web,70.2,13,52,0
422.06,0,SA,mobile,76.7,7,85,0
336.61,0,SA,mobile,82.6,7,105,0
1073.31,1,SA,web,81.1,12,36,0
184.64,0,SA,mobile,62.6,8,6,0
573.19,0,PK,web,90.5,9,188,0
1224.17,0,SA,atm,95.9,17,115,0
3668.47,0,PK,web,78.4,18,189,0
827.44,0,PK,mobile,69.1,12,5,0
445.9,1,PK,atm,88.2,13,178,0
862.8,0,SA,web,76.3,8,71,0
946.65,1,SA,web,89.6,9,54,0
449.4,0,SA,mobile,84.8,17,23,0
1125.39,0,SA,mobile,75.2,21,196,0
146.62,0,UK,mobile,65.7,20,178,0
691.37,1,AE,atm,60.3,18,157,0
1227.32,0,SA,web,76.1,7,95,0
540.41,1,SA,web,85.3,13,95,0
685.14,1,SA,atm,71.7,9,19,0
769.98,0,SA,mobile,89.0,20,169,0
224.86,0,SA,mobile,85.1,16,129,0
517.34,0,SA,atm,74.0,19,98,0
639.93,0,SA,atm,66.8,20,154,0
736.59,0,SA,atm,71.2,16,144,0
651.81,0,SA,atm,79.3,14,112,0
486.83,0,AE,atm,88.4,20,95,0
1769.39,1,SA,mobile,89.1,18,13,0
1813.24,0,EG,atm,66.9,19,100,0
1559.32,0,SA,web,69.4,17,91,0
1491.79,0,SA,atm,77.9,11,33,0
257.5,0,SA,mobile,78.1,18,125,0
525.83,0,UK,mobile,60.3,15,166,0
1315.54,0,AE,mobile,97.5,16,29,0
1600.27,0,SA,web,70.1,20,190,0
9823.21,0,SA,web,76.8,7,131,0
1079.72,0,SA,web,82.0,13,16,0
662.76,0,SA,mobile,88.5,16,196,0
800.17,0,SA,mobile,69.2,11,84,0
2484.5,0,SA,mobile,77.0,11,183,0
1283.43,0,SA,atm,83.4,17,141,0
3820.81,0,SA,atm,75.3,7,164,0
1900.79,0,AE,atm,99.7,15,64,0
4025.32,0,SA,mobile,94.3,16,127,0
109.26,0,EG,atm,65.2,14,111,0
596.05,0,SA,mobile,93.4,20,5,0
308.54,0,SA,web,82.5,17,85,0
1287.63,1,SA,web,70.9,21,197,0
93.32,1,IN,web,95.3,21,113,0
354.25,0,AE,mobile,65.6,19,174,0
2518.2,1,IN,mobile,8.5,22,4,1
1201.25,0,SA,web,85.1,9,69,0
974.76,0,SA,web,67.7,11,53,0
834.73,0,SA,web,94.0,13,119,0
193.57,1,SA,atm,63.0,17,78,0
1104.71,0,SA,mobile,89.6,13,151,0
868.55,0,SA,mobile,84.7,20,40,0
6658.21,0,UK,atm,83.1,19,194,0
859.82,0,SA,atm,88.1,16,160,0
440.24,0,SA,atm,76.8,20,123,0
455.87,0,US,web,64.7,14,184,0
339.76,0,SA,web,63.7,10,33,0
1250.61,0,SA,atm,82.0,15,85,0
592.07,0,SA,atm,63.2,9,145,0
423.13,0,SA,mobile,85.0,7,147,0
1497.98,0,SA,mobile,98.8,18,42,0
1463.24,0,SA,mobile,98.7,19,59,0
383.2,0,SA,web,67.8,12,166,0
1539.99,0,SA,mobile,61.8,10,154,0
845.57,0,AE,web,74.8,8,169,0
1887.36,0,SA,web,93.4,21,106,0
247.92,0,AE,web,88.9,15,105,0
3049.47,0,SA,mobile,65.7,8,105,0
284.16,0,SA,web,89.5,11,60,0
591.59,0,IN,mobile,82.3,21,49,0
1837.74,0,SA,mobile,85.1,18,41,0
2728.97,0,SA,mobile,70.1,21,65,0
157.84,0,SA,web,98.2,6,194,0
257.61,0,SA,web,77.7,9,12,0
347.44,0,SA,web,78.5,12,131,0
435.73,0,AE,atm,93.1,10,56,0
385.02,0,SA,web,74.0,17,61,0
1669.14,1,SA,web,99.1,11,78,0
3789.06,0,IN,atm,71.3,11,156,0
835.72,0,SA,web,86.6,6,95,0
4431.12,1,UK,atm,65.0,8,124,0
460.85,1,US,atm,87.7,11,196,0
1519.83,0,SA,mobile,85.3,19,181,0
3277.31,0,SA,mobile,60.8,20,178,0
1190.07,0,PK,web,80.6,14,112,0
2535.26,0,UK,atm,64.1,8,29,0
525.96,0,AE,web,68.4,8,194,0
274.86,0,PK,mobile,82.7,9,113,0
100.12,0,AE,atm,75.6,17,14,0
2683.97,0,AE,web,97.6,17,11,0
2928.99,0,SA,atm,87.8,19,15,0
1980.44,0,SA,web,75.8,17,20,0
892.67,0,SA,mobile,97.0,12,85,0
248.81,0,SA,web,98.6,18,114,0
686.56,0,SA,atm,97.6,20,67,0
620.67,0,SA,mobile,68.4,9,199,0
1172.95,0,SA,web,96.8,14,135,0
237.43,0,SA,atm,75.7,14,184,0
1062.51,0,SA,atm,78.6,13,61,0
505.73,0,UK,web,81.4,16,14,0
1189.9,1,SA,web,95.3,13,174,0
362.97,0,SA,mobile,67.8,10,61,0
966.83,1,SA,mobile,78.0,17,146,0
734.26,0,SA,atm,72.4,19,183,0
220.29,0,EG,atm,73.7,19,87,0
915.48,0,SA,web,60.0,9,182,0
3316.73,0,SA,atm,91.8,15,197,0
1030.21,0,AE,web,93.4,20,71,0
534.75,0,SA,atm,64.7,20,152,0
175.3,1,IN,mobile,84.2,14,8,0
593.96,0,SA,atm,73.5,18,62,0
179.5,0,SA,atm,84.4,14,158,0
564.78,0,EG,mobile,64.9,10,176,0
1524.57,0,SA,mobile,70.0,16,125,0
1160.41,0,UK,atm,96.9,18,17,0
2197.67,0,SA,mobile,94.9,9,149,0
642.56,0,SA,atm,73.1,13,9,0
6439.77,0,SA,web,67.2,19,53,0
1073.18,0,SA,atm,61.1,13,198,0
537.18,0,IN,web,66.9,10,57,0
407.04,0,SA,mobile,88.6,17,17,0
1741.55,1,SA,web,79.7,18,130,0
1025.42,1,SA,atm,94.2,14,124,0
1812.81,0,SA,web,99.1,20,155,0
1987.38,0,SA,atm,93.0,8,174,0
520.71,1,SA,atm,75.5,14,54,0
501.39,1,UK,web,85.9,6,114,0
2252.57,0,SA,atm,77.6,17,173,0
225.95,0,SA,mobile,95.1,10,185,0
527.43,0,SA,mobile,72.9,17,172,0
1762.52,1,SA,web,18.7,4,0,1
1806.76,0,SA,web,92.4,13,169,0
448.63,1,SA,atm,71.0,9,67,0
1125.2,0,SA,web,65.8,10,124,0
1206.25,0,SA,web,98.2,7,75,0
4162.17,0,SA,mobile,94.4,17,14,0
140.21,0,SA,mobile,63.2,17,193,0
1480.35,0,SA,web,72.4,10,102,0
436.95,0,SA,mobile,87.9,13,52,0
1507.16,0,EG,atm,86.4,15,77,0
847.34,0,SA,mobile,71.7,9,123,0
1124.78,1,SA,atm,70.0,15,76,0
258.94,0,SA,web,61.4,15,197,0
927.01,0,UK,web,65.5,10,139,0
771.45,0,SA,mobile,91.1,15,55,0
77.88,0,SA,mobile,63.2,10,144,0
6863.2,0,AE,web,63.5,19,187,0
455.32,0,SA,web,99.9,19,93,0
1738.39,0,AE,atm,86.2,17,27,0
719.74,0,SA,mobile,86.5,7,50,0
2812.87,1,SA,mobile,86.0,16,166,0
367.15,1,SA,web,93.0,21,30,0
421.77,0,AE,atm,68.0,11,187,0
907.24,1,SA,web,85.2,14,136,0
245.74,0,AE,web,68.7,16,88,0
807.31,0,SA,atm,96.2,15,144,0
5531.13,0,SA,atm,88.6,18,70,0
163.87,0,SA,atm,75.2,19,29,0
3890.31,0,SA,atm,83.8,19,17,0
820.73,0,SA,mobile,88.1,18,195,0
1528.91,0,SA,mobile,94.9,18,179,0
1210.39,0,EG,web,70.2,11,196,0
637.16,0,IN,mobile,83.9,17,34,0
237.67,0,SA,atm,68.0,20,51,0
741.52,1,IN,mobile,70.2,8,76,0
869.59,0,SA,atm,72.0,9,94,0
2181.26,0,SA,atm,93.7,18,104,0
111.4,0,SA,mobile,94.5,18,11,0
1168.75,0,SA,mobile,98.1,7,87,0
1509.86,0,SA,web,62.4,14,52,0
558.75,0,SA,web,86.8,21,71,0
340.31,0,SA,web,62.4,19,100,0
489.32,0,SA,atm,74.4,11,123,0
1439.98,1,SA,web,18.8,0,2,1
3221.68,0,SA,atm,73.2,18,121,0
672.68,0,SA,mobile,63.8,14,168,0
191.82,0,SA,mobile,72.5,19,135,0
1883.62,1,AE,mobile,66.2,6,19,0
948.59,0,AE,mobile,76.2,12,110,0
557.99,0,SA,mobile,62.8,19,69,0
1221.45,0,SA,web,64.8,11,30,0
1484.51,0,SA,web,94.0,20,88,0
1083.44,0,SA,mobile,81.6,7,34,0
318.29,0,SA,atm,85.7,12,195,0
562.71,0,SA,web,65.8,19,73,0
789.21,0,EG,web,79.7,9,155,0
492.08,0,US,atm,65.1,8,29,0
1012.05,1,SA,atm,88.1,13,44,0
132.15,0,SA,atm,95.6,17,102,0
536.32,0,EG,atm,85.0,8,138,0
694.62,0,SA,web,98.5,16,109,0
380.46,0,SA,web,84.6,16,170,0
639.07,0,SA,atm,70.7,19,176,0
256.78,1,IN,atm,94.9,20,181,0
316.97,0,AE,mobile,97.0,6,37,0
2963.15,0,SA,mobile,97.2,21,85,0
1987.23,0,AE,atm,64.3,10,153,0
569.43,0,SA,mobile,96.5,17,135,0
1195.75,0,IN,web,69.0,10,65,0
214.55,0,SA,atm,62.7,9,128,0
250.92,0,SA,atm,77.0,6,128,0
2920.9,1,US,web,7.7,5,9,1
149.31,0,SA,web,61.6,18,36,0
1752.76,0,EG,atm,94.2,10,149,0
809.7,0,NG,mobile,84.5,16,62,0
302.38,0,SA,web,76.3,13,103,0
632.48,0,SA,web,98.0,11,135,0
1112.12,0,SA,web,67.2,6,186,0
7563.61,1,US,mobile,35.6,1,0,1
2099.66,0,IN,mobile,85.8,20,19,0
438.72,0,AE,atm,85.3,11,181,0
220.32,0,US,web,67.0,6,171,0
3865.99,1,SA,web,88.1,17,181,0
3338.1,0,EG,web,90.2,9,139,0
2688.43,0,UK,web,74.5,13,67,0
748.39,0,SA,mobile,76.4,20,141,0
1002.84,0,SA,mobile,85.2,14,148,0
1209.32,0,SA,atm,65.9,17,88,0
535.77,0,AE,web,96.8,14,158,0
259.28,0,SA,web,86.5,11,34,0
698.27,0,SA,web,91.2,18,199,0
353.82,1,EG,mobile,73.0,7,159,0
1226.16,0,SA,mobile,77.9,6,28,0
836.96,0,SA,web,89.3,7,38,0
995.4,1,SA,web,84.8,18,98,0
1859.69,0,IN,mobile,93.1,9,74,0
314.46,0,SA,atm,74.5,19,147,0
986.66,0,SA,web,62.5,14,77,0
427.26,0,PK,web,64.7,15,192,0
350.55,0,SA,web,90.9,15,62,0
793.79,0,SA,mobile,83.7,13,133,0
808.27,0,SA,mobile,86.7,20,13,0
360.43,0,SA,atm,73.7,19,30,0
148.31,0,SA,web,75.8,7,38,0
1019.44,0,SA,mobile,71.6,21,92,0
1393.75,0,AE,atm,95.3,17,9,0
1239.6,0,AE,mobile,81.0,6,75,0
833.36,0,SA,atm,65.5,18,161,0
1447.71,0,SA,mobile,90.0,8,58,0
1401.92,1,SA,web,66.3,20,115,0
798.01,0,SA,atm,100.0,11,39,0
742.92,1,SA,web,80.7,11,58,0
496.47,0,SA,mobile,83.6,10,150,0
286.0,0,SA,web,79.3,16,43,0
752.02,0,SA,mobile,85.6,18,136,0
215.68,0,AE,atm,68.5,12,70,0
2059.25,0,PK,web,68.1,11,187,0
753.86,0,AE,atm,73.1,18,77,0
771.82,0,IN,web,73.2,21,95,0
1330.91,0,AE,web,97.8,7,73,0
699.84,0,AE,web,60.9,9,178,0
1405.93,1,UK,web,92.3,11,10,0
2379.01,1,SA,mobile,90.9,16,76,0
2482.7,1,SA,web,77.0,18,76,0
1432.87,0,SA,web,62.0,17,14,0
1322.37,0,UK,mobile,91.2,10,10,0
1866.51,0,SA,mobile,61.7,8,108,0
644.67,0,SA,mobile,64.8,16,163,0
635.22,1,SA,mobile,75.5,15,34,0
235.87,0,US,atm,94.7,14,34,0
745.57,1,PK,web,69.7,13,61,0
921.1,0,PK,mobile,62.3,11,124,0
1459.18,1,SA,atm,96.2,18,57,0
330.0,1,PK,web,71.8,7,51,0
800.48,1,SA,mobile,74.5,12,190,0
731.01,0,SA,atm,60.8,13,165,0
1898.22,0,SA,mobile,84.1,9,199,0
5352.14,1,US,atm,19.7,2,6,1
171.3,0,PK,atm,96.6,12,141,0
1107.15,0,SA,atm,74.9,20,50,0
680.02,1,PK,atm,99.7,12,145,0
1153.0,1,SA,web,95.5,21,166,0
1683.08,0,SA,web,93.8,18,79,0
1213.26,1,SA,mobile,82.5,8,7,0
1099.18,0,NG,atm,70.6,15,90,0
545.15,0,SA,mobile,79.0,16,146,0
385.53,0,SA,web,68.1,21,76,0
266.57,0,AE,atm,84.9,19,148,0
674.23,0,SA,mobile,88.1,9,29,0
401.44,0,SA,web,95.9,17,11,0
1142.97,0,SA,atm,95.4,13,22,0
51.74,1,SA,web,67.1,13,137,0
4732.3,0,SA,atm,88.1,11,186,0
66.64,0,SA,web,93.8,19,166,0
2932.82,0,SA,mobile,72.9,14,100,0
279.44,0,SA,atm,87.3,11,15,0
771.92,0,UK,mobile,70.0,18,168,0
336.35,1,EG,atm,72.9,13,72,0
321.45,0,SA,web,97.6,9,88,0
271.27,0,NG,mobile,99.4,16,16,0
1009.11,0,IN,mobile,94.3,7,40,0
2323.78,0,SA,atm,77.1,17,133,0
272.87,0,AE,mobile,65.4,12,125,0
166.06,0,NG,mobile,85.5,18,184,0
532.83,0,SA,atm,65.6,11,160,0
311.62,1,SA,web,60.4,21,175,0
1996.2,0,EG,atm,76.7,7,94,0
353.12,0,SA,atm,86.0,9,115,0
2653.24,0,SA,atm,72.2,10,43,0
573.68,0,SA,atm,84.1,16,63,0
267.88,0,NG,atm,95.3,13,5,0
450.72,0,SA,atm,87.7,7,9,0
557.75,0,SA,atm,75.7,7,133,0
3829.69,0,SA,mobile,71.8,6,105,0
766.62,0,SA,atm,80.1,13,124,0
359.79,0,SA,atm,72.8,20,16,0
1246.84,0,SA,mobile,100.0,21,52,0
474.29,0,UK,web,89.9,8,170,0
624.25,0,SA,mobile,65.4,16,66,0
322.86,0,SA,web,88.9,15,91,0
4040.08,0,SA,mobile,77.8,14,59,0
248.12,0,IN,atm,65.1,6,65,0
644.52,0,SA,web,84.9,18,83,0
69.95,0,SA,mobile,62.5,12,71,0
98.32,0,SA,web,85.0,7,32,0
1119.18,1,SA,atm,79.8,6,8,0
1168.24,0,SA,mobile,70.0,8,67,0
352.33,0,SA,mobile,71.1,17,188,0
1337.02,0,SA,atm,77.0,21,52,0
984.38,0,EG,mobile,72.7,6,80,0
110.46,0,SA,mobile,95.3,6,90,0
534.09,0,SA,mobile,82.6,10,33,0
5784.73,0,SA,web,62.8,11,199,0
897.8,0,SA,mobile,78.0,7,72,0
502.41,0,SA,atm,66.1,6,110,0
1008.38,0,SA,web,91.2,13,31,0
291.21,0,SA,atm,98.8,7,184,0
3813.84,0,NG,mobile,5.3,2,8,1
1070.89,0,PK,web,98.3,19,95,0
354.95,0,SA,atm,85.0,10,151,0
6423.29,1,UK,web,5.8,5,5,1
3070.82,0,SA,mobile,97.5,14,74,0
6260.25,1,SA,web,69.5,21,177,0
131.7,0,IN,mobile,90.0,6,144,0
382.88,0,UK,mobile,70.5,10,192,0
435.95,0,SA,atm,89.9,6,25,0
1274.99,0,SA,web,87.3,13,160,0
287.8,0,SA,mobile,91.3,16,195,0
636.33,0,SA,web,69.4,21,69,0
572.7,0,SA,atm,71.4,10,169,0
508.37,0,SA,mobile,71.4,7,53,0
4183.68,0,EG,web,87.1,20,198,0
4076.73,0,SA,atm,70.6,16,181,0
224.07,0,SA,atm,73.5,8,101,0
576.92,0,SA,web,88.5,18,102,0
1471.6,0,SA,mobile,88.6,6,184,0
915.1,1,AE,mobile,95.1,9,131,0
873.21,1,SA,atm,90.6,8,23,0
808.18,0,SA,mobile,89.5,20,138,0
1796.17,0,SA,web,82.0,13,25,0
248.29,1,SA,atm,71.5,7,105,0
4066.72,0,US,atm,68.4,12,8,0
201.53,0,SA,mobile,77.3,12,63,0
1617.43,1,SA,web,83.0,13,160,0
4793.7,0,SA,mobile,76.6,14,63,0
648.07,0,SA,mobile,67.1,9,123,0
270.8,0,SA,atm,61.9,6,37,0
1028.69,0,SA,mobile,100.0,12,175,0
798.62,0,AE,web,98.5,6,120,0
197.54,0,PK,mobile,61.0,17,5,0
471.62,0,AE,web,92.4,12,114,0
566.56,0,SA,web,93.4,8,153,0
379.19,1,SA,mobile,86.8,21,120,0
692.98,0,SA,web,78.4,18,92,0
458.42,1,SA,atm,79.7,11,12,0
474.07,1,SA,mobile,94.9,12,180,0
566.12,0,SA,mobile,87.6,12,99,0
508.55,0,SA,mobile,77.9,10,144,0
2010.41,0,SA,web,86.7,7,98,0
2282.85,0,NG,web,66.2,6,58,0
274.95,0,SA,web,70.1,14,22,0
602.56,0,SA,atm,87.4,18,118,0
2929.6,0,SA,mobile,90.4,14,178,0
1524.88,1,SA,atm,98.0,10,177,0
2207.76,0,SA,mobile,77.3,13,164,0
2802.71,1,UK,web,23.0,4,6,1
2584.54,0,SA,mobile,80.6,19,180,0
177.43,0,SA,web,82.4,18,17,0
339.88,0,SA,mobile,76.4,16,181,0
114.89,0,SA,atm,98.5,18,35,0
1632.18,0,SA,web,66.5,7,124,0
354.75,0,SA,web,82.8,19,70,0
183.35,0,SA,atm,92.1,13,88,0
135.9,1,SA,atm,83.2,12,57,0
296.63,1,SA,web,93.5,6,11,0
3515.49,0,AE,mobile,65.5,10,162,0
700.9,0,AE,atm,97.8,11,186,0
4391.4,0,IN,atm,91.8,10,55,0
580.74,0,SA,atm,61.3,13,153,0
1574.76,0,SA,web,69.7,20,88,0
1342.59,1,SA,web,82.1,19,35,0
117.34,0,SA,atm,79.3,8,192,0
1475.44,1,SA,mobile,67.3,15,128,0
799.95,0,IN,mobile,90.2,11,179,0
1914.88,1,SA,web,99.0,19,180,0
1312.39,0,NG,mobile,67.1,20,168,0
1085.11,1,AE,mobile,26.8,23,5,1
552.69,0,SA,web,71.8,6,121,0
191.48,0,SA,web,90.0,21,190,0
2853.82,0,SA,atm,95.2,11,190,0
134.38,0,SA,web,66.5,19,17,0
141.32,0,SA,mobile,87.4,11,141,0
107.09,0,SA,mobile,97.7,20,9,0
732.35,0,UK,web,84.3,9,23,0
1100.46,0,SA,atm,72.0,14,73,0
1504.65,0,SA,mobile,68.0,18,125,0
649.58,0,SA,web,87.3,18,119,0
967.13,1,SA,mobile,81.5,13,152,0
550.92,0,SA,atm,64.1,15,148,0
709.25,0,AE,mobile,78.1,18,35,0
1099.68,0,SA,atm,75.7,17,80,0
535.78,0,SA,atm,84.7,12,17,0
499.69,0,SA,web,78.4,12,28,0
405.96,0,PK,mobile,76.8,12,90,0
1919.44,0,AE,web,66.0,6,56,0
848.48,0,SA,atm,78.5,15,163,0
414.75,0,SA,atm,90.2,14,123,0
179.41,0,AE,mobile,81.5,19,47,0
1835.02,0,US,mobile,89.3,18,12,0
666.84,0,PK,atm,74.9,11,147,0
1285.6,1,SA,atm,75.9,14,156,0
820.09,0,SA,web,88.3,8,6,0
1053.67,0,SA,atm,95.4,10,59,0
200.28,0,SA,web,89.9,18,159,0
372.3,0,SA,mobile,62.6,9,36,0
68.18,0,SA,web,75.4,13,127,0
113.45,0,EG,web,96.7,8,70,0
340.85,0,SA,atm,64.3,7,49,0
968.46,0,SA,web,60.4,17,27,0
1485.12,1,SA,web,94.8,18,19,0
184.39,0,EG,web,92.6,7,81,0
4886.05,0,PK,atm,87.5,20,107,0
161.35,0,SA,mobile,86.9,15,173,0
836.23,0,SA,mobile,63.2,16,15,0
142.03,0,SA,atm,99.4,9,159,0
477.7,0,SA,web,71.7,20,40,0
563.04,0,AE,atm,77.6,15,195,0
1600.29,0,SA,web,88.5,15,23,0
260.17,0,SA,atm,79.2,9,11,0
651.24,0,SA,mobile,67.0,20,18,0
269.51,0,SA,atm,85.1,15,57,0
1704.23,0,SA,atm,97.4,10,118,0
891.52,0,SA,web,93.5,13,174,0
435.65,0,SA,atm,70.6,17,160,0
3128.9,0,PK,mobile,65.4,17,187,0
863.24,0,SA,web,88.6,17,123,0
3443.41,0,AE,mobile,97.3,9,84,0
770.68,1,SA,atm,76.5,14,164,0
300.18,0,SA,mobile,66.3,8,98,0
658.15,1,PK,web,93.9,21,195,0
313.18,0,SA,mobile,79.4,10,154,0
227.5,1,SA,atm,96.0,16,5,0
1263.94,1,SA,atm,79.7,19,173,0
2920.01,0,SA,web,79.0,18,34,0
3396.85,0,UK,atm,82.4,6,157,0
385.96,0,US,mobile,70.2,21,88,0
787.79,0,SA,atm,78.9,18,53,0
199.44,0,SA,atm,96.8,13,79,0
729.1,1,US,mobile,94.6,17,38,0
201.4,0,SA,web,70.3,21,58,0
741.79,0,PK,web,76.5,10,188,0
1074.81,0,SA,web,79.1,15,172,0
844.11,0,SA,atm,76.0,20,128,0
112.68,0,EG,web,95.6,13,61,0
1331.82,0,SA,atm,88.3,7,71,0
414.94,1,NG,mobile,80.5,15,163,0
215.67,1,SA,mobile,79.0,14,62,0
270.13,0,SA,atm,76.8,8,194,0
242.91,1,SA,mobile,93.5,14,173,0
1638.86,0,SA,mobile,82.3,13,133,0
2038.98,0,SA,web,65.8,18,148,0
878.77,0,SA,atm,75.5,12,9,0
412.55,0,PK,atm,73.4,10,62,0
406.48,0,SA,web,93.2,11,150,0
243.24,0,EG,web,77.3,14,17,0
1687.83,0,SA,mobile,78.6,10,136,0
1016.46,0,SA,atm,90.8,19,16,0
501.46,0,SA,web,91.8,19,90,0
284.54,0,SA,mobile,85.2,7,113,0
361.6,0,SA,mobile,72.0,7,155,0
222.48,0,SA,atm,84.6,17,129,0
476.45,0,SA,web,65.3,8,98,0
14974.61,0,SA,atm,78.1,19,36,0
177.11,0,SA,atm,98.6,18,136,0
549.51,1,PK,mobile,71.6,19,40,0
734.04,0,SA,mobile,71.3,15,177,0
549.85,0,SA,atm,70.6,21,100,0
1244.54,0,SA,atm,65.0,18,15,0
136.35,0,SA,web,86.6,15,150,0
1327.07,0,SA,atm,96.1,15,32,0
89.27,0,AE,atm,95.9,6,143,0
728.92,0,SA,mobile,66.3,14,7,0
510.36,0,SA,mobile,68.9,12,105,0
908.85,0,SA,mobile,90.6,10,135,0
1727.45,0,SA,web,86.9,7,186,0
112.24,0,SA,mobile,90.6,15,139,0
1043.37,0,SA,web,95.8,20,32,0
420.11,0,SA,atm,94.4,14,136,0
435.4,0,SA,atm,91.5,11,111,0
440.95,0,IN,atm,91.3,13,29,0
585.78,1,SA,mobile,90.8,13,80,0
491.96,0,AE,atm,71.2,11,56,0
113.37,0,SA,mobile,87.3,15,172,0
2055.87,0,SA,web,85.2,13,104,0
1069.6,0,SA,web,73.1,14,128,0
895.45,0,US,web,99.9,19,12,0
1606.64,0,SA,mobile,99.9,15,155,0
288.92,0,AE,atm,82.4,10,183,0
1054.76,0,SA,atm,72.8,14,171,0
1367.91,0,PK,atm,63.3,15,51,0
293.9,0,SA,mobile,63.1,9,66,0
474.18,0,SA,web,74.8,18,191,0
1278.11,0,PK,atm,71.2,10,149,0
368.15,0,PK,web,83.4,16,87,0
231.78,0,UK,web,66.7,17,105,0
763.35,0,SA,mobile,94.0,10,100,0
149.09,0,SA,web,60.4,14,154,0
531.04,1,EG,web,94.9,9,127,0
209.38,0,SA,web,74.4,6,114,0
299.01,0,AE,mobile,69.6,10,168,0
114.5,0,SA,atm,69.5,7,45,0
391.29,0,SA,mobile,71.5,7,186,0
849.19,0,SA,atm,96.8,11,58,0
455.83,0,SA,mobile,83.1,11,174,0
331.51,0,EG,mobile,64.2,9,76,0
1239.07,0,SA,mobile,82.0,16,78,0
185.12,1,EG,mobile,66.8,6,136,0
894.87,0,SA,atm,73.0,17,39,0
158.09,0,SA,mobile,88.8,12,193,0
